id,name,status,species,type,gender,origin_name,location_name,image,url,episode_count
607,Hairspray Fan,Alive,Alien,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/607.jpeg,https://rickandmortyapi.com/api/character/607,1
608,Jesus Christ,Alive,Human,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/608.jpeg,https://rickandmortyapi.com/api/character/608,1
609,Josh,Dead,Human,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/609.jpeg,https://rickandmortyapi.com/api/character/609,1
610,Josh's Sister,Dead,Human,Soulless Puppet,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/610.jpeg,https://rickandmortyapi.com/api/character/610,1
611,Leah,Alive,unknown,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/611.jpeg,https://rickandmortyapi.com/api/character/611,1
612,Marcus,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/612.jpeg,https://rickandmortyapi.com/api/character/612,1
613,Mike Johnson,Alive,Human,Soulless Puppet,Male,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/613.jpeg,https://rickandmortyapi.com/api/character/613,1
614,Mr. Celery & Friends,Alive,unknown,Soulless Puppet,Genderless,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/614.jpeg,https://rickandmortyapi.com/api/character/614,1
615,Musical Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/615.jpeg,https://rickandmortyapi.com/api/character/615,1
616,Phantom of the Opera Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/616.jpeg,https://rickandmortyapi.com/api/character/616,1
617,Phoenixperson,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/617.jpeg,https://rickandmortyapi.com/api/character/617,1
618,Private Smith,unknown,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/618.jpeg,https://rickandmortyapi.com/api/character/618,1
619,Professor Sanchez,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/619.jpeg,https://rickandmortyapi.com/api/character/619,1
620,Ramamama Lord,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/620.jpeg,https://rickandmortyapi.com/api/character/620,1
621,Ruth Bader Ginsburg,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/621.jpeg,https://rickandmortyapi.com/api/character/621,1
622,Sarge,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/622.jpeg,https://rickandmortyapi.com/api/character/622,1
623,Shrek The Musical Fan,Alive,Alien,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/623.jpeg,https://rickandmortyapi.com/api/character/623,1
624,Snuffles,Alive,Animal,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/624.jpeg,https://rickandmortyapi.com/api/character/624,1
625,Storylord,Alive,Human,Soulless Puppet,Male,Story Train,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/625.jpeg,https://rickandmortyapi.com/api/character/625,1
626,Tammy Guetermann,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/626.jpeg,https://rickandmortyapi.com/api/character/626,1
627,The Concept of Time,Alive,unknown,Soulless Puppet,Genderless,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/627.jpeg,https://rickandmortyapi.com/api/character/627,1
628,Beth Smith,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/628.jpeg,https://rickandmortyapi.com/api/character/628,1
629,Summer Smith,Alive,Human,Soulless Puppet,Female,Morty’s Story,Morty’s Story,https://rickandmortyapi.com/api/character/avatar/629.jpeg,https://rickandmortyapi.com/api/character/629,1
630,Morty Smith,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/630.jpeg,https://rickandmortyapi.com/api/character/630,1
631,Rick Sanchez,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/631.jpeg,https://rickandmortyapi.com/api/character/631,1
632,Train Cop,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/632.jpeg,https://rickandmortyapi.com/api/character/632,1
633,Train Cops,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/633.jpeg,https://rickandmortyapi.com/api/character/633,1
634,Train Cops Instructor,Dead,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/634.jpeg,https://rickandmortyapi.com/api/character/634,1
635,Darth Poopybutthole,Alive,Poopybutthole,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/635.jpeg,https://rickandmortyapi.com/api/character/635,1
636,Evil Morty,Alive,Human,Soulless Puppet,Male,Ricks’s Story,Ricks’s Story,https://rickandmortyapi.com/api/character/avatar/636.jpeg,https://rickandmortyapi.com/api/character/636,1
637,Morty’s Disguise,Alive,Human,Soulless Puppet,Female,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/637.jpeg,https://rickandmortyapi.com/api/character/637,1
638,Rick’s Disguise,Alive,Human,Soulless Puppet,Male,Story Train,Story Train,https://rickandmortyapi.com/api/character/avatar/638.jpeg,https://rickandmortyapi.com/api/character/638,1
639,Uncle Nibbles,Dead,Alien,Soulless Puppet,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,https://rickandmortyapi.com/api/character/avatar/639.jpeg,https://rickandmortyapi.com/api/character/639,1
640,Angry Glorzo,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/640.jpeg,https://rickandmortyapi.com/api/character/640,1
641,Bruce,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/641.jpeg,https://rickandmortyapi.com/api/character/641,1
642,Council of Glorzos Member,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/642.jpeg,https://rickandmortyapi.com/api/character/642,1
643,Council of Glorzos Member,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/643.jpeg,https://rickandmortyapi.com/api/character/643,1
644,Old Glorzo,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/644.jpeg,https://rickandmortyapi.com/api/character/644,1
645,Shane,unknown,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/645.jpeg,https://rickandmortyapi.com/api/character/645,1
646,Steve,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/646.jpeg,https://rickandmortyapi.com/api/character/646,1
647,Troy,Dead,Alien,Glorzo,Male,Glorzo Asteroid,Glorzo Asteroid,https://rickandmortyapi.com/api/character/avatar/647.jpeg,https://rickandmortyapi.com/api/character/647,1
648,Crystal Dealers Boss,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/648.jpeg,https://rickandmortyapi.com/api/character/648,1
649,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/649.jpeg,https://rickandmortyapi.com/api/character/649,1
650,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/650.jpeg,https://rickandmortyapi.com/api/character/650,1
651,Crystal Dealer,Dead,Alien,,Male,unknown,Alien Acid Plant,https://rickandmortyapi.com/api/character/avatar/651.jpeg,https://rickandmortyapi.com/api/character/651,1
652,SWAT Officer,Dead,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/652.jpeg,https://rickandmortyapi.com/api/character/652,1
653,Plane Crash Survivor,unknown,Human,,Female,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/653.jpeg,https://rickandmortyapi.com/api/character/653,1
654,Plane Crash Survivor,unknown,Human,,Male,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/654.jpeg,https://rickandmortyapi.com/api/character/654,1
655,Heroine Keith,Alive,Human,,Male,Near-Duplicate Reality,Merged Universe,https://rickandmortyapi.com/api/character/avatar/655.jpeg,https://rickandmortyapi.com/api/character/655,1
656,Impervious to Acid SWAT Officer,Dead,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/656.jpeg,https://rickandmortyapi.com/api/character/656,1
657,Johnny Carson,Alive,Human,,Male,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/657.jpeg,https://rickandmortyapi.com/api/character/657,1
658,Sonia Sotomayor,Alive,Human,,Female,Merged Universe,Merged Universe,https://rickandmortyapi.com/api/character/avatar/658.jpeg,https://rickandmortyapi.com/api/character/658,1
659,Morty’s Father-in-law,Alive,Human,,Male,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/659.jpeg,https://rickandmortyapi.com/api/character/659,1
660,Morty’s Mother-in-law,Alive,Human,,Female,Near-Duplicate Reality,Near-Duplicate Reality,https://rickandmortyapi.com/api/character/avatar/660.jpeg,https://rickandmortyapi.com/api/character/660,1
661,Morty’s Girlfriend,Alive,Human,,Female,Near-Duplicate Reality,Merged Universe,https://rickandmortyapi.com/api/character/avatar/661.jpeg,https://rickandmortyapi.com/api/character/661,1
662,Gaia,Alive,unknown,Planet,Female,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/662.jpeg,https://rickandmortyapi.com/api/character/662,1
663,Reggie,Dead,Mythological Creature,Zeus,Male,Mount Olympus,Gaia,https://rickandmortyapi.com/api/character/avatar/663.jpeg,https://rickandmortyapi.com/api/character/663,1
664,Ticktock,unknown,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/664.jpeg,https://rickandmortyapi.com/api/character/664,1
665,Florflock,Alive,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/665.jpeg,https://rickandmortyapi.com/api/character/665,1
666,Squeeb,Alive,Humanoid,Clay-Person,Genderless,Gaia,Gaia,https://rickandmortyapi.com/api/character/avatar/666.jpeg,https://rickandmortyapi.com/api/character/666,1
667,Defiance Beth,Alive,Human,Clone,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/667.jpeg,https://rickandmortyapi.com/api/character/667,2
668,Defiance Squanchette,Alive,Alien,Cat-Person,Female,Planet Squanch,Defiance's Ship,https://rickandmortyapi.com/api/character/avatar/668.jpeg,https://rickandmortyapi.com/api/character/668,1
669,Defiance Doctor,Alive,Alien,,Male,unknown,Defiance's Base,https://rickandmortyapi.com/api/character/avatar/669.jpeg,https://rickandmortyapi.com/api/character/669,1
670,New Improved Galactic Federation Guard,Dead,Alien,Gromflomite,Male,Gromflom Prime,NX-5 Planet Remover,https://rickandmortyapi.com/api/character/avatar/670.jpeg,https://rickandmortyapi.com/api/character/670,1
671,New Improved Galactic Federation Guard,Dead,Alien,Gromflomite,Male,Gromflom Prime,NX-5 Planet Remover,https://rickandmortyapi.com/api/character/avatar/671.jpeg,https://rickandmortyapi.com/api/character/671,1
672,Mr. Nimbus,Alive,Mythological Creature,Sexy Aquaman,Male,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/672.jpeg,https://rickandmortyapi.com/api/character/672,1
673,Hoovy,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/673.jpeg,https://rickandmortyapi.com/api/character/673,1
674,Bova,Dead,Humanoid,Narnian,Female,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/674.jpeg,https://rickandmortyapi.com/api/character/674,1
675,Japheth,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/675.jpeg,https://rickandmortyapi.com/api/character/675,1
676,Japheth's Middle Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/676.jpeg,https://rickandmortyapi.com/api/character/676,1
677,Japheth's Eldest Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/677.jpeg,https://rickandmortyapi.com/api/character/677,1
678,Japheth's Youngest Son,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/678.jpeg,https://rickandmortyapi.com/api/character/678,1
679,Japheth's Grandson,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/679.jpeg,https://rickandmortyapi.com/api/character/679,1
680,Adam,Dead,Humanoid,Narnian,Male,Narnia Dimension,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/680.jpeg,https://rickandmortyapi.com/api/character/680,1
681,Adam's Mother,Dead,Humanoid,Narnian,Female,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/681.jpeg,https://rickandmortyapi.com/api/character/681,1
682,Warlock,Dead,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/682.jpeg,https://rickandmortyapi.com/api/character/682,1
683,Evolved Narnian,Alive,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/683.jpeg,https://rickandmortyapi.com/api/character/683,1
684,Mr. Nimbus Secretary,Alive,Animal,Starfish,Female,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/684.jpeg,https://rickandmortyapi.com/api/character/684,1
685,Evolved Narnian Disguised as Morty,Alive,Humanoid,Narnian,Male,Narnia Dimension,Narnia Dimension,https://rickandmortyapi.com/api/character/avatar/685.jpeg,https://rickandmortyapi.com/api/character/685,1
686,Mr. Nimbus' Squid,Dead,Animal,Squid,Male,The Ocean,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/686.jpeg,https://rickandmortyapi.com/api/character/686,1
687,Scarecrow Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/687.jpeg,https://rickandmortyapi.com/api/character/687,1
688,Scarecrow Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/688.jpeg,https://rickandmortyapi.com/api/character/688,1
689,Scarecrow Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/689.jpeg,https://rickandmortyapi.com/api/character/689,1
690,Scarecrow Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/690.jpeg,https://rickandmortyapi.com/api/character/690,1
691,Scarecrow Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/691.jpeg,https://rickandmortyapi.com/api/character/691,1
692,Glockenspiel Jerry,Alive,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/692.jpeg,https://rickandmortyapi.com/api/character/692,1
693,Glockenspiel Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/693.jpeg,https://rickandmortyapi.com/api/character/693,1
694,Glockenspiel Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/694.jpeg,https://rickandmortyapi.com/api/character/694,1
695,Glockenspiel Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/695.jpeg,https://rickandmortyapi.com/api/character/695,1
696,Glockenspiel Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/696.jpeg,https://rickandmortyapi.com/api/character/696,1
697,Wicker Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/697.jpeg,https://rickandmortyapi.com/api/character/697,1
698,Wicker Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/698.jpeg,https://rickandmortyapi.com/api/character/698,1
699,Wicker Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/699.jpeg,https://rickandmortyapi.com/api/character/699,1
700,Wicker Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/700.jpeg,https://rickandmortyapi.com/api/character/700,1
701,Metal Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/701.jpeg,https://rickandmortyapi.com/api/character/701,1
702,Gun Brain Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/702.jpeg,https://rickandmortyapi.com/api/character/702,1
703,Mr. Always Wants to be Hunted,Alive,Poopybutthole,,Male,unknown,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/703.jpeg,https://rickandmortyapi.com/api/character/703,1
704,Squid Costume Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/704.jpeg,https://rickandmortyapi.com/api/character/704,1
705,Squid Costume Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/705.jpeg,https://rickandmortyapi.com/api/character/705,1
706,Squid Costume Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/706.jpeg,https://rickandmortyapi.com/api/character/706,1
707,Squid Costume Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/707.jpeg,https://rickandmortyapi.com/api/character/707,1
708,Squid Costume Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/708.jpeg,https://rickandmortyapi.com/api/character/708,1
709,Dracula,Alive,Mythological Creature,Vampire,Male,Interdimensional Cable,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/709.jpeg,https://rickandmortyapi.com/api/character/709,1
710,Steve,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/710.jpeg,https://rickandmortyapi.com/api/character/710,1
711,When Wolf,Alive,Mythological Creature,Whenwolf,Male,Interdimensional Cable,Interdimensional Cable,https://rickandmortyapi.com/api/character/avatar/711.jpeg,https://rickandmortyapi.com/api/character/711,1
712,Too Cute to Murder Beth,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/712.jpeg,https://rickandmortyapi.com/api/character/712,1
713,Too Cute to Murder Rick,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/713.jpeg,https://rickandmortyapi.com/api/character/713,1
714,Too Cute to Murder Jerry,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/714.jpeg,https://rickandmortyapi.com/api/character/714,1
715,Too Cute to Murder Morty,Dead,Robot,Decoy,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/715.jpeg,https://rickandmortyapi.com/api/character/715,1
716,Too Cute to Murder Summer,Dead,Robot,Decoy,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/716.jpeg,https://rickandmortyapi.com/api/character/716,1
717,Planetina,Alive,Humanoid,Summon,Female,Elemental Rings,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/717.jpeg,https://rickandmortyapi.com/api/character/717,1
718,Daphne,Alive,Alien,Morglutzian,Female,Morglutz,Ferkus 9,https://rickandmortyapi.com/api/character/avatar/718.jpeg,https://rickandmortyapi.com/api/character/718,1
719,Diesel Weasel,Alive,Animal,Weasel,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/719.jpeg,https://rickandmortyapi.com/api/character/719,1
720,Eddie,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/720.jpeg,https://rickandmortyapi.com/api/character/720,1
721,Xing Ho,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/721.jpeg,https://rickandmortyapi.com/api/character/721,1
722,Air Tina-Teer,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/722.jpeg,https://rickandmortyapi.com/api/character/722,1
723,Water Tina-Teer,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/723.jpeg,https://rickandmortyapi.com/api/character/723,1
724,Planetina Buyer,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/724.jpeg,https://rickandmortyapi.com/api/character/724,1
725,Tony Galopagus,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/725.jpeg,https://rickandmortyapi.com/api/character/725,1
726,Sticky,Alive,unknown,Super Sperm Monster,Male,Morty,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/726.jpeg,https://rickandmortyapi.com/api/character/726,1
727,Professor Shabooboo,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/727.jpeg,https://rickandmortyapi.com/api/character/727,1
728,Sperm Queen,Dead,unknown,Super Sperm Monster,Female,Morty,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/728.jpeg,https://rickandmortyapi.com/api/character/728,1
729,CHUD King,Alive,Animal,CHUD,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/729.jpeg,https://rickandmortyapi.com/api/character/729,1
730,Princess Ponietta,Alive,Animal,CHUD,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/730.jpeg,https://rickandmortyapi.com/api/character/730,1
731,Naruto Smith,Alive,Humanoid,Giant Incest Baby,Male,Earth (Replacement Dimension),Space,https://rickandmortyapi.com/api/character/avatar/731.jpeg,https://rickandmortyapi.com/api/character/731,2
732,Blazen,Dead,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/732.jpeg,https://rickandmortyapi.com/api/character/732,1
733,Kathy Ireland,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/733.jpeg,https://rickandmortyapi.com/api/character/733,1
734,Amazing Johnathan,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/734.jpeg,https://rickandmortyapi.com/api/character/734,1
735,Foal Sanchez,Alive,Humanoid,CHUD Human Mix,unknown,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/735.jpeg,https://rickandmortyapi.com/api/character/735,1
736,Spaceman,Dead,Human,,Male,Earth (Replacement Dimension),Space,https://rickandmortyapi.com/api/character/avatar/736.jpeg,https://rickandmortyapi.com/api/character/736,1
737,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Near-Duplicate Reality,Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/737.jpeg,https://rickandmortyapi.com/api/character/737,1
738,Cirque du Soleil Zumanity Member,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/738.jpeg,https://rickandmortyapi.com/api/character/738,1
739,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/739.jpeg,https://rickandmortyapi.com/api/character/739,1
740,Cirque du Soleil Zumanity Member,Dead,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/740.jpeg,https://rickandmortyapi.com/api/character/740,1
741,Cirque du Soleil Zumanity Member,Alive,Human,,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/741.jpeg,https://rickandmortyapi.com/api/character/741,1
742,Bruce Chutback,Alive,Human,,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),https://rickandmortyapi.com/api/character/avatar/742.jpeg,https://rickandmortyapi.com/api/character/742,1
743,Alyson Hannigan,Dead,Alien,,Female,unknown,Z. Q. P. D.,https://rickandmortyapi.com/api/character/avatar/743.jpeg,https://rickandmortyapi.com/api/character/743,1
744,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/744.jpeg,https://rickandmortyapi.com/api/character/744,1
745,Cenobite,unknown,Mythological Creature,Demon,Female,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/745.jpeg,https://rickandmortyapi.com/api/character/745,1
746,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/746.jpeg,https://rickandmortyapi.com/api/character/746,1
747,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/747.jpeg,https://rickandmortyapi.com/api/character/747,1
748,Cenobite,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/748.jpeg,https://rickandmortyapi.com/api/character/748,1
749,Coat Rack Head,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/749.jpeg,https://rickandmortyapi.com/api/character/749,1
750,Mousetrap Nipples,unknown,Mythological Creature,Demon,Male,Hell,Hell,https://rickandmortyapi.com/api/character/avatar/750.jpeg,https://rickandmortyapi.com/api/character/750,1
751,Changeformer,Dead,Robot,Changeformer,Male,Space Tahoe,Space Tahoe,https://rickandmortyapi.com/api/character/avatar/751.jpeg,https://rickandmortyapi.com/api/character/751,1
752,Changeformer,Dead,Robot,Changeformer,Male,Space Tahoe,Space Tahoe,https://rickandmortyapi.com/api/character/avatar/752.jpeg,https://rickandmortyapi.com/api/character/752,1
